what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.ide",1319106740196
started,bundle,org.eclipse.ui.navigator,3.5.100.v20110809-2227,"org.eclipse.ui.navigator",1319106740203
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.resources",1319106740242
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1319106740243
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1319106740248
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1319106740272
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1319106740285
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1319106740291
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1319106740298
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1319106740312
os,sysinfo,,,"linux",1319106740315
arch,sysinfo,,,"x86_64",1319106740315
ws,sysinfo,,,"gtk",1319106740315
locale,sysinfo,,,"pt_BR",1319106740315
processors,sysinfo,,,"4",1319106740316
java.runtime.name,sysinfo,,,"OpenJDK Runtime Environment",1319106740316
java.runtime.version,sysinfo,,,"1.6.0_22-b22",1319106740316
java.specification.name,sysinfo,,,"Java Platform API Specification",1319106740316
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1319106740316
java.specification.version,sysinfo,,,"1.6",1319106740316
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1319106740316
java.version,sysinfo,,,"1.6.0_22",1319106740316
java.vm.info,sysinfo,,,"mixed mode",1319106740316
java.vm.name,sysinfo,,,"OpenJDK 64-Bit Server VM",1319106740316
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1319106740316
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1319106740316
java.vm.specification.version,sysinfo,,,"1.0",1319106740316
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1319106740316
java.vm.version,sysinfo,,,"20.0-b11",1319106740316
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319106740321
started,bundle,org.eclipse.cdt.codan.ui,2.0.0.201109151620,"org.eclipse.cdt.codan.ui",1319106740593
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1319106740613
started,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1319106740757
started,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201109151620,"org.eclipse.cdt.codan.checkers.ui",1319106741011
opened,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1319106741192
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319106744981
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319106749609
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319108253527
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319108267501
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319108287493
opened,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1319108292435
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1319108292515
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1319108302841
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1319108304871
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1319108315196
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1319108316684
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1319108385670
executed,command,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.edit.text.c.add.block.comment",1319108405925
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1319108414983
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319108422569
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319108448005
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1319108450310
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319108466151
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319108468717
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1319108469756
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.buildAll",1319108471726
started,bundle,org.eclipse.cdt.build.crossgcc,1.0.0.201109151620,"org.eclipse.cdt.build.crossgcc",1319108471848
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319108472195
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,8.0.1.201109151620,"org.eclipse.cdt.managedbuilder.gnu.ui",1319108472587
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319108477426
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1319108481221
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1319108483059
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1319108483132
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1319108493570
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1319108505405
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1319108506746
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1319108507693
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1319108508854
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1319108509716
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.buildAll",1319108514369
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319108514721
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319108518689
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319108522862
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319108667413
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319108677215
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319108679847
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1319108683158
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1319108684540
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1319108685717
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.buildAll",1319108686787
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319108687153
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319108689977
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319108692445
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319108708808
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319108713724
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319108754629
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1319109176243
opened,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1319109212601
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1319109212663
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1319109212685
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1319109214094
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineStart",1319109252539
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1319109252801
